X_index,Y_index,X_um,Y_um
93,18,18.6,3.6
92,18,18.4,3.6
91,18,18.2,3.6
90,18,18.0,3.6
89,18,17.8,3.6
88,18,17.6,3.6
87,18,17.4,3.6
86,18,17.2,3.6
85,18,17.0,3.6
84,18,16.8,3.6
83,18,16.6,3.6
82,18,16.4,3.6
81,18,16.2,3.6
80,18,16.0,3.6
79,18,15.8,3.6
78,18,15.6,3.6
77,18,15.4,3.6
76,18,15.2,3.6
75,18,15.0,3.6
74,18,14.8,3.6
73,18,14.6,3.6
72,18,14.4,3.6
71,18,14.2,3.6
70,18,14.0,3.6
69,18,13.8,3.6
68,18,13.6,3.6
67,18,13.4,3.6
66,18,13.2,3.6
65,18,13.0,3.6
64,18,12.8,3.6
63,18,12.6,3.6
62,18,12.4,3.6
61,18,12.2,3.6
60,18,12.0,3.6
59,18,11.8,3.6
58,18,11.6,3.6
57,18,11.4,3.6
56,18,11.2,3.6
55,18,11.0,3.6
54,18,10.8,3.6
53,18,10.6,3.6
52,18,10.4,3.6
51,18,10.2,3.6
50,18,10.0,3.6
49,18,9.8,3.6
48,18,9.6,3.6
47,18,9.4,3.6
46,18,9.2,3.6
45,18,9.0,3.6
44,18,8.8,3.6
43,18,8.6,3.6
42,18,8.4,3.6
41,18,8.2,3.6
40,18,8.0,3.6
39,18,7.8,3.6
38,18,7.6,3.6
37,18,7.4,3.6
36,18,7.2,3.6
35,18,7.0,3.6
34,18,6.8,3.6
33,18,6.6,3.6
32,18,6.4,3.6
31,18,6.2,3.6
31,19,6.2,3.8
32,19,6.4,3.8
33,19,6.6,3.8
34,19,6.8,3.8
35,19,7.0,3.8
36,19,7.2,3.8
37,19,7.4,3.8
38,19,7.6,3.8
39,19,7.8,3.8
40,19,8.0,3.8
41,19,8.2,3.8
42,19,8.4,3.8
43,19,8.6,3.8
44,19,8.8,3.8
45,19,9.0,3.8
46,19,9.2,3.8
47,19,9.4,3.8
48,19,9.6,3.8
49,19,9.8,3.8
50,19,10.0,3.8
51,19,10.2,3.8
52,19,10.4,3.8
53,19,10.6,3.8
54,19,10.8,3.8
55,19,11.0,3.8
56,19,11.2,3.8
57,19,11.4,3.8
58,19,11.6,3.8
59,19,11.8,3.8
60,19,12.0,3.8
61,19,12.2,3.8
62,19,12.4,3.8
63,19,12.6,3.8
64,19,12.8,3.8
65,19,13.0,3.8
66,19,13.2,3.8
67,19,13.4,3.8
68,19,13.6,3.8
69,19,13.8,3.8
70,19,14.0,3.8
71,19,14.2,3.8
72,19,14.4,3.8
73,19,14.6,3.8
74,19,14.8,3.8
75,19,15.0,3.8
76,19,15.2,3.8
77,19,15.4,3.8
78,19,15.6,3.8
79,19,15.8,3.8
80,19,16.0,3.8
81,19,16.2,3.8
82,19,16.4,3.8
83,19,16.6,3.8
84,19,16.8,3.8
85,19,17.0,3.8
86,19,17.2,3.8
87,19,17.4,3.8
88,19,17.6,3.8
89,19,17.8,3.8
90,19,18.0,3.8
91,19,18.2,3.8
92,19,18.4,3.8
93,19,18.6,3.8
94,19,18.8,3.8
95,19,19.0,3.8
96,19,19.2,3.8
97,19,19.4,3.8
98,19,19.6,3.8
99,19,19.8,3.8
100,19,20.0,3.8
101,19,20.2,3.8
102,19,20.4,3.8
103,19,20.6,3.8
104,19,20.8,3.8
105,19,21.0,3.8
106,19,21.2,3.8
107,19,21.4,3.8
108,19,21.6,3.8
109,19,21.8,3.8
110,19,22.0,3.8
111,19,22.2,3.8
112,19,22.4,3.8
113,19,22.6,3.8
114,19,22.8,3.8
115,19,23.0,3.8
116,19,23.2,3.8
117,19,23.4,3.8
118,19,23.6,3.8
119,19,23.8,3.8
120,19,24.0,3.8
121,19,24.2,3.8
122,19,24.4,3.8
123,19,24.6,3.8
124,19,24.8,3.8
125,19,25.0,3.8
126,19,25.2,3.8
127,19,25.4,3.8
128,19,25.6,3.8
129,19,25.8,3.8
130,19,26.0,3.8
131,19,26.2,3.8
132,19,26.4,3.8
133,19,26.6,3.8
134,19,26.8,3.8
135,19,27.0,3.8
136,19,27.2,3.8
137,19,27.4,3.8
138,19,27.6,3.8
139,19,27.8,3.8
140,19,28.0,3.8
141,19,28.2,3.8
142,19,28.4,3.8
143,19,28.6,3.8
144,19,28.8,3.8
145,19,29.0,3.8
146,19,29.2,3.8
147,19,29.4,3.8
148,19,29.6,3.8
149,19,29.8,3.8
150,19,30.0,3.8
151,19,30.2,3.8
152,19,30.4,3.8
153,19,30.6,3.8
154,19,30.8,3.8
155,19,31.0,3.8
156,19,31.2,3.8
157,19,31.4,3.8
158,19,31.6,3.8
159,19,31.8,3.8
159,20,31.8,4.0
158,20,31.6,4.0
157,20,31.4,4.0
156,20,31.2,4.0
155,20,31.0,4.0
154,20,30.8,4.0
153,20,30.6,4.0
152,20,30.4,4.0
151,20,30.2,4.0
150,20,30.0,4.0
149,20,29.8,4.0
148,20,29.6,4.0
147,20,29.4,4.0
146,20,29.2,4.0
145,20,29.0,4.0
144,20,28.8,4.0
143,20,28.6,4.0
142,20,28.4,4.0
141,20,28.2,4.0
140,20,28.0,4.0
139,20,27.8,4.0
138,20,27.6,4.0
137,20,27.4,4.0
136,20,27.2,4.0
135,20,27.0,4.0
134,20,26.8,4.0
133,20,26.6,4.0
132,20,26.4,4.0
131,20,26.2,4.0
130,20,26.0,4.0
129,20,25.8,4.0
128,20,25.6,4.0
127,20,25.4,4.0
126,20,25.2,4.0
125,20,25.0,4.0
124,20,24.8,4.0
123,20,24.6,4.0
122,20,24.4,4.0
121,20,24.2,4.0
120,20,24.0,4.0
119,20,23.8,4.0
118,20,23.6,4.0
117,20,23.4,4.0
116,20,23.2,4.0
115,20,23.0,4.0
114,20,22.8,4.0
113,20,22.6,4.0
112,20,22.4,4.0
111,20,22.2,4.0
110,20,22.0,4.0
109,20,21.8,4.0
108,20,21.6,4.0
107,20,21.4,4.0
106,20,21.2,4.0
105,20,21.0,4.0
104,20,20.8,4.0
103,20,20.6,4.0
102,20,20.4,4.0
101,20,20.2,4.0
100,20,20.0,4.0
99,20,19.8,4.0
98,20,19.6,4.0
97,20,19.4,4.0
96,20,19.2,4.0
95,20,19.0,4.0
94,20,18.8,4.0
93,20,18.6,4.0
92,20,18.4,4.0
91,20,18.2,4.0
90,20,18.0,4.0
89,20,17.8,4.0
88,20,17.6,4.0
87,20,17.4,4.0
86,20,17.2,4.0
85,20,17.0,4.0
84,20,16.8,4.0
83,20,16.6,4.0
82,20,16.4,4.0
81,20,16.2,4.0
80,20,16.0,4.0
79,20,15.8,4.0
78,20,15.6,4.0
77,20,15.4,4.0
76,20,15.2,4.0
75,20,15.0,4.0
74,20,14.8,4.0
73,20,14.6,4.0
72,20,14.4,4.0
71,20,14.2,4.0
70,20,14.0,4.0
69,20,13.8,4.0
68,20,13.6,4.0
67,20,13.4,4.0
66,20,13.2,4.0
65,20,13.0,4.0
64,20,12.8,4.0
63,20,12.6,4.0
62,20,12.4,4.0
61,20,12.2,4.0
60,20,12.0,4.0
59,20,11.8,4.0
58,20,11.6,4.0
57,20,11.4,4.0
56,20,11.2,4.0
55,20,11.0,4.0
54,20,10.8,4.0
53,20,10.6,4.0
52,20,10.4,4.0
51,20,10.2,4.0
50,20,10.0,4.0
49,20,9.8,4.0
48,20,9.6,4.0
47,20,9.4,4.0
46,20,9.2,4.0
45,20,9.0,4.0
44,20,8.8,4.0
43,20,8.6,4.0
42,20,8.4,4.0
41,20,8.2,4.0
40,20,8.0,4.0
39,20,7.8,4.0
38,20,7.6,4.0
37,20,7.4,4.0
36,20,7.2,4.0
35,20,7.0,4.0
34,20,6.8,4.0
33,20,6.6,4.0
32,20,6.4,4.0
31,20,6.2,4.0
31,21,6.2,4.2
32,21,6.4,4.2
33,21,6.6,4.2
34,21,6.8,4.2
35,21,7.0,4.2
36,21,7.2,4.2
37,21,7.4,4.2
38,21,7.6,4.2
39,21,7.8,4.2
40,21,8.0,4.2
41,21,8.2,4.2
42,21,8.4,4.2
43,21,8.6,4.2
44,21,8.8,4.2
45,21,9.0,4.2
46,21,9.2,4.2
47,21,9.4,4.2
48,21,9.6,4.2
49,21,9.8,4.2
50,21,10.0,4.2
51,21,10.2,4.2
52,21,10.4,4.2
53,21,10.6,4.2
54,21,10.8,4.2
55,21,11.0,4.2
56,21,11.2,4.2
57,21,11.4,4.2
58,21,11.6,4.2
59,21,11.8,4.2
60,21,12.0,4.2
61,21,12.2,4.2
62,21,12.4,4.2
63,21,12.6,4.2
64,21,12.8,4.2
65,21,13.0,4.2
66,21,13.2,4.2
67,21,13.4,4.2
68,21,13.6,4.2
69,21,13.8,4.2
70,21,14.0,4.2
71,21,14.2,4.2
72,21,14.4,4.2
73,21,14.6,4.2
74,21,14.8,4.2
75,21,15.0,4.2
76,21,15.2,4.2
77,21,15.4,4.2
78,21,15.6,4.2
79,21,15.8,4.2
80,21,16.0,4.2
81,21,16.2,4.2
82,21,16.4,4.2
83,21,16.6,4.2
84,21,16.8,4.2
85,21,17.0,4.2
86,21,17.2,4.2
87,21,17.4,4.2
88,21,17.6,4.2
89,21,17.8,4.2
90,21,18.0,4.2
91,21,18.2,4.2
92,21,18.4,4.2
93,21,18.6,4.2
94,21,18.8,4.2
95,21,19.0,4.2
96,21,19.2,4.2
97,21,19.4,4.2
98,21,19.6,4.2
99,21,19.8,4.2
100,21,20.0,4.2
101,21,20.2,4.2
102,21,20.4,4.2
103,21,20.6,4.2
104,21,20.8,4.2
105,21,21.0,4.2
106,21,21.2,4.2
107,21,21.4,4.2
108,21,21.6,4.2
109,21,21.8,4.2
110,21,22.0,4.2
111,21,22.2,4.2
112,21,22.4,4.2
113,21,22.6,4.2
114,21,22.8,4.2
115,21,23.0,4.2
116,21,23.2,4.2
117,21,23.4,4.2
118,21,23.6,4.2
119,21,23.8,4.2
120,21,24.0,4.2
121,21,24.2,4.2
122,21,24.4,4.2
123,21,24.6,4.2
124,21,24.8,4.2
125,21,25.0,4.2
126,21,25.2,4.2
127,21,25.4,4.2
128,21,25.6,4.2
129,21,25.8,4.2
130,21,26.0,4.2
131,21,26.2,4.2
132,21,26.4,4.2
133,21,26.6,4.2
134,21,26.8,4.2
135,21,27.0,4.2
136,21,27.2,4.2
137,21,27.4,4.2
138,21,27.6,4.2
139,21,27.8,4.2
140,21,28.0,4.2
141,21,28.2,4.2
142,21,28.4,4.2
143,21,28.6,4.2
144,21,28.8,4.2
145,21,29.0,4.2
146,21,29.2,4.2
147,21,29.4,4.2
148,21,29.6,4.2
149,21,29.8,4.2
150,21,30.0,4.2
151,21,30.2,4.2
152,21,30.4,4.2
153,21,30.6,4.2
154,21,30.8,4.2
155,21,31.0,4.2
156,21,31.2,4.2
157,21,31.4,4.2
158,21,31.6,4.2
159,21,31.8,4.2
159,22,31.8,4.4
158,22,31.6,4.4
157,22,31.4,4.4
156,22,31.2,4.4
155,22,31.0,4.4
154,22,30.8,4.4
153,22,30.6,4.4
152,22,30.4,4.4
151,22,30.2,4.4
150,22,30.0,4.4
149,22,29.8,4.4
148,22,29.6,4.4
147,22,29.4,4.4
146,22,29.2,4.4
145,22,29.0,4.4
144,22,28.8,4.4
143,22,28.6,4.4
142,22,28.4,4.4
141,22,28.2,4.4
140,22,28.0,4.4
139,22,27.8,4.4
138,22,27.6,4.4
137,22,27.4,4.4
136,22,27.2,4.4
135,22,27.0,4.4
134,22,26.8,4.4
133,22,26.6,4.4
132,22,26.4,4.4
131,22,26.2,4.4
130,22,26.0,4.4
129,22,25.8,4.4
128,22,25.6,4.4
127,22,25.4,4.4
126,22,25.2,4.4
125,22,25.0,4.4
124,22,24.8,4.4
123,22,24.6,4.4
122,22,24.4,4.4
121,22,24.2,4.4
120,22,24.0,4.4
119,22,23.8,4.4
118,22,23.6,4.4
117,22,23.4,4.4
116,22,23.2,4.4
115,22,23.0,4.4
114,22,22.8,4.4
113,22,22.6,4.4
112,22,22.4,4.4
111,22,22.2,4.4
110,22,22.0,4.4
109,22,21.8,4.4
108,22,21.6,4.4
107,22,21.4,4.4
106,22,21.2,4.4
105,22,21.0,4.4
104,22,20.8,4.4
103,22,20.6,4.4
102,22,20.4,4.4
101,22,20.2,4.4
100,22,20.0,4.4
99,22,19.8,4.4
98,22,19.6,4.4
97,22,19.4,4.4
96,22,19.2,4.4
95,22,19.0,4.4
94,22,18.8,4.4
93,22,18.6,4.4
92,22,18.4,4.4
91,22,18.2,4.4
90,22,18.0,4.4
89,22,17.8,4.4
88,22,17.6,4.4
87,22,17.4,4.4
86,22,17.2,4.4
85,22,17.0,4.4
84,22,16.8,4.4
83,22,16.6,4.4
82,22,16.4,4.4
81,22,16.2,4.4
80,22,16.0,4.4
79,22,15.8,4.4
78,22,15.6,4.4
77,22,15.4,4.4
76,22,15.2,4.4
75,22,15.0,4.4
74,22,14.8,4.4
73,22,14.6,4.4
72,22,14.4,4.4
71,22,14.2,4.4
70,22,14.0,4.4
69,22,13.8,4.4
68,22,13.6,4.4
67,22,13.4,4.4
66,22,13.2,4.4
65,22,13.0,4.4
64,22,12.8,4.4
63,22,12.6,4.4
62,22,12.4,4.4
61,22,12.2,4.4
60,22,12.0,4.4
59,22,11.8,4.4
58,22,11.6,4.4
57,22,11.4,4.4
56,22,11.2,4.4
55,22,11.0,4.4
54,22,10.8,4.4
53,22,10.6,4.4
52,22,10.4,4.4
51,22,10.2,4.4
50,22,10.0,4.4
49,22,9.8,4.4
48,22,9.6,4.4
47,22,9.4,4.4
46,22,9.2,4.4
45,22,9.0,4.4
44,22,8.8,4.4
43,22,8.6,4.4
42,22,8.4,4.4
41,22,8.2,4.4
40,22,8.0,4.4
39,22,7.8,4.4
38,22,7.6,4.4
37,22,7.4,4.4
36,22,7.2,4.4
35,22,7.0,4.4
34,22,6.8,4.4
33,22,6.6,4.4
32,22,6.4,4.4
31,22,6.2,4.4
31,23,6.2,4.6
32,23,6.4,4.6
33,23,6.6,4.6
34,23,6.8,4.6
35,23,7.0,4.6
36,23,7.2,4.6
37,23,7.4,4.6
38,23,7.6,4.6
39,23,7.8,4.6
40,23,8.0,4.6
41,23,8.2,4.6
42,23,8.4,4.6
43,23,8.6,4.6
44,23,8.8,4.6
45,23,9.0,4.6
46,23,9.2,4.6
47,23,9.4,4.6
48,23,9.6,4.6
49,23,9.8,4.6
50,23,10.0,4.6
51,23,10.2,4.6
52,23,10.4,4.6
53,23,10.6,4.6
54,23,10.8,4.6
55,23,11.0,4.6
56,23,11.2,4.6
57,23,11.4,4.6
58,23,11.6,4.6
59,23,11.8,4.6
60,23,12.0,4.6
61,23,12.2,4.6
62,23,12.4,4.6
63,23,12.6,4.6
64,23,12.8,4.6
65,23,13.0,4.6
66,23,13.2,4.6
67,23,13.4,4.6
68,23,13.6,4.6
69,23,13.8,4.6
70,23,14.0,4.6
71,23,14.2,4.6
72,23,14.4,4.6
73,23,14.6,4.6
74,23,14.8,4.6
75,23,15.0,4.6
76,23,15.2,4.6
77,23,15.4,4.6
78,23,15.6,4.6
79,23,15.8,4.6
80,23,16.0,4.6
81,23,16.2,4.6
82,23,16.4,4.6
83,23,16.6,4.6
84,23,16.8,4.6
85,23,17.0,4.6
86,23,17.2,4.6
87,23,17.4,4.6
88,23,17.6,4.6
89,23,17.8,4.6
90,23,18.0,4.6
91,23,18.2,4.6
92,23,18.4,4.6
93,23,18.6,4.6
94,23,18.8,4.6
95,23,19.0,4.6
96,23,19.2,4.6
97,23,19.4,4.6
98,23,19.6,4.6
99,23,19.8,4.6
100,23,20.0,4.6
101,23,20.2,4.6
102,23,20.4,4.6
103,23,20.6,4.6
104,23,20.8,4.6
105,23,21.0,4.6
106,23,21.2,4.6
107,23,21.4,4.6
108,23,21.6,4.6
109,23,21.8,4.6
110,23,22.0,4.6
111,23,22.2,4.6
112,23,22.4,4.6
113,23,22.6,4.6
114,23,22.8,4.6
115,23,23.0,4.6
116,23,23.2,4.6
117,23,23.4,4.6
118,23,23.6,4.6
119,23,23.8,4.6
120,23,24.0,4.6
121,23,24.2,4.6
122,23,24.4,4.6
123,23,24.6,4.6
124,23,24.8,4.6
125,23,25.0,4.6
126,23,25.2,4.6
127,23,25.4,4.6
128,23,25.6,4.6
129,23,25.8,4.6
130,23,26.0,4.6
131,23,26.2,4.6
132,23,26.4,4.6
133,23,26.6,4.6
134,23,26.8,4.6
135,23,27.0,4.6
136,23,27.2,4.6
137,23,27.4,4.6
138,23,27.6,4.6
139,23,27.8,4.6
140,23,28.0,4.6
141,23,28.2,4.6
142,23,28.4,4.6
143,23,28.6,4.6
144,23,28.8,4.6
145,23,29.0,4.6
146,23,29.2,4.6
147,23,29.4,4.6
148,23,29.6,4.6
149,23,29.8,4.6
150,23,30.0,4.6
151,23,30.2,4.6
152,23,30.4,4.6
153,23,30.6,4.6
154,23,30.8,4.6
155,23,31.0,4.6
156,23,31.2,4.6
157,23,31.4,4.6
158,23,31.6,4.6
159,23,31.8,4.6
159,24,31.8,4.8
158,24,31.6,4.8
157,24,31.4,4.8
156,24,31.2,4.8
155,24,31.0,4.8
154,24,30.8,4.8
153,24,30.6,4.8
152,24,30.4,4.8
151,24,30.2,4.8
150,24,30.0,4.8
149,24,29.8,4.8
148,24,29.6,4.8
147,24,29.4,4.8
146,24,29.2,4.8
145,24,29.0,4.8
144,24,28.8,4.8
143,24,28.6,4.8
142,24,28.4,4.8
141,24,28.2,4.8
140,24,28.0,4.8
139,24,27.8,4.8
138,24,27.6,4.8
137,24,27.4,4.8
136,24,27.2,4.8
135,24,27.0,4.8
134,24,26.8,4.8
133,24,26.6,4.8
132,24,26.4,4.8
131,24,26.2,4.8
130,24,26.0,4.8
129,24,25.8,4.8
128,24,25.6,4.8
127,24,25.4,4.8
126,24,25.2,4.8
125,24,25.0,4.8
124,24,24.8,4.8
123,24,24.6,4.8
122,24,24.4,4.8
121,24,24.2,4.8
120,24,24.0,4.8
119,24,23.8,4.8
118,24,23.6,4.8
117,24,23.4,4.8
116,24,23.2,4.8
115,24,23.0,4.8
114,24,22.8,4.8
113,24,22.6,4.8
112,24,22.4,4.8
111,24,22.2,4.8
110,24,22.0,4.8
109,24,21.8,4.8
108,24,21.6,4.8
107,24,21.4,4.8
106,24,21.2,4.8
105,24,21.0,4.8
104,24,20.8,4.8
103,24,20.6,4.8
102,24,20.4,4.8
101,24,20.2,4.8
100,24,20.0,4.8
99,24,19.8,4.8
98,24,19.6,4.8
97,24,19.4,4.8
96,24,19.2,4.8
95,24,19.0,4.8
94,24,18.8,4.8
93,24,18.6,4.8
92,24,18.4,4.8
91,24,18.2,4.8
90,24,18.0,4.8
89,24,17.8,4.8
88,24,17.6,4.8
87,24,17.4,4.8
86,24,17.2,4.8
85,24,17.0,4.8
84,24,16.8,4.8
83,24,16.6,4.8
82,24,16.4,4.8
81,24,16.2,4.8
80,24,16.0,4.8
79,24,15.8,4.8
78,24,15.6,4.8
77,24,15.4,4.8
76,24,15.2,4.8
75,24,15.0,4.8
74,24,14.8,4.8
73,24,14.6,4.8
72,24,14.4,4.8
71,24,14.2,4.8
70,24,14.0,4.8
69,24,13.8,4.8
68,24,13.6,4.8
67,24,13.4,4.8
66,24,13.2,4.8
65,24,13.0,4.8
64,24,12.8,4.8
63,24,12.6,4.8
62,24,12.4,4.8
61,24,12.2,4.8
60,24,12.0,4.8
59,24,11.8,4.8
58,24,11.6,4.8
57,24,11.4,4.8
56,24,11.2,4.8
55,24,11.0,4.8
54,24,10.8,4.8
53,24,10.6,4.8
52,24,10.4,4.8
51,24,10.2,4.8
50,24,10.0,4.8
49,24,9.8,4.8
48,24,9.6,4.8
47,24,9.4,4.8
46,24,9.2,4.8
45,24,9.0,4.8
44,24,8.8,4.8
43,24,8.6,4.8
42,24,8.4,4.8
41,24,8.2,4.8
40,24,8.0,4.8
39,24,7.8,4.8
38,24,7.6,4.8
37,24,7.4,4.8
36,24,7.2,4.8
35,24,7.0,4.8
34,24,6.8,4.8
33,24,6.6,4.8
32,24,6.4,4.8
31,24,6.2,4.8
31,25,6.2,5.0
32,25,6.4,5.0
33,25,6.6,5.0
34,25,6.8,5.0
35,25,7.0,5.0
36,25,7.2,5.0
37,25,7.4,5.0
38,25,7.6,5.0
39,25,7.8,5.0
40,25,8.0,5.0
41,25,8.2,5.0
42,25,8.4,5.0
43,25,8.6,5.0
44,25,8.8,5.0
45,25,9.0,5.0
46,25,9.2,5.0
47,25,9.4,5.0
48,25,9.6,5.0
49,25,9.8,5.0
50,25,10.0,5.0
51,25,10.2,5.0
52,25,10.4,5.0
53,25,10.6,5.0
54,25,10.8,5.0
55,25,11.0,5.0
56,25,11.2,5.0
57,25,11.4,5.0
58,25,11.6,5.0
59,25,11.8,5.0
60,25,12.0,5.0
61,25,12.2,5.0
62,25,12.4,5.0
63,25,12.6,5.0
64,25,12.8,5.0
65,25,13.0,5.0
66,25,13.2,5.0
67,25,13.4,5.0
68,25,13.6,5.0
69,25,13.8,5.0
70,25,14.0,5.0
71,25,14.2,5.0
72,25,14.4,5.0
73,25,14.6,5.0
74,25,14.8,5.0
75,25,15.0,5.0
76,25,15.2,5.0
77,25,15.4,5.0
78,25,15.6,5.0
79,25,15.8,5.0
80,25,16.0,5.0
81,25,16.2,5.0
82,25,16.4,5.0
83,25,16.6,5.0
84,25,16.8,5.0
85,25,17.0,5.0
86,25,17.2,5.0
87,25,17.4,5.0
88,25,17.6,5.0
89,25,17.8,5.0
90,25,18.0,5.0
91,25,18.2,5.0
92,25,18.4,5.0
93,25,18.6,5.0
94,25,18.8,5.0
95,25,19.0,5.0
96,25,19.2,5.0
97,25,19.4,5.0
98,25,19.6,5.0
99,25,19.8,5.0
100,25,20.0,5.0
101,25,20.2,5.0
102,25,20.4,5.0
103,25,20.6,5.0
104,25,20.8,5.0
105,25,21.0,5.0
106,25,21.2,5.0
107,25,21.4,5.0
108,25,21.6,5.0
109,25,21.8,5.0
110,25,22.0,5.0
111,25,22.2,5.0
112,25,22.4,5.0
113,25,22.6,5.0
114,25,22.8,5.0
115,25,23.0,5.0
116,25,23.2,5.0
117,25,23.4,5.0
118,25,23.6,5.0
119,25,23.8,5.0
120,25,24.0,5.0
121,25,24.2,5.0
122,25,24.4,5.0
123,25,24.6,5.0
124,25,24.8,5.0
125,25,25.0,5.0
126,25,25.2,5.0
127,25,25.4,5.0
128,25,25.6,5.0
129,25,25.8,5.0
130,25,26.0,5.0
131,25,26.2,5.0
132,25,26.4,5.0
133,25,26.6,5.0
134,25,26.8,5.0
135,25,27.0,5.0
136,25,27.2,5.0
137,25,27.4,5.0
138,25,27.6,5.0
139,25,27.8,5.0
140,25,28.0,5.0
141,25,28.2,5.0
142,25,28.4,5.0
143,25,28.6,5.0
144,25,28.8,5.0
145,25,29.0,5.0
146,25,29.2,5.0
147,25,29.4,5.0
148,25,29.6,5.0
149,25,29.8,5.0
150,25,30.0,5.0
151,25,30.2,5.0
152,25,30.4,5.0
153,25,30.6,5.0
154,25,30.8,5.0
155,25,31.0,5.0
156,25,31.2,5.0
157,25,31.4,5.0
158,25,31.6,5.0
159,25,31.8,5.0
159,26,31.8,5.2
158,26,31.6,5.2
