X_index,Y_index,X_um,Y_um
63,121,12.6,24.2
62,121,12.4,24.2
62,122,12.4,24.4
61,122,12.2,24.4
60,122,12.0,24.4
59,122,11.8,24.4
58,122,11.6,24.4
57,122,11.4,24.4
57,123,11.4,24.6
56,123,11.2,24.6
55,123,11.0,24.6
54,123,10.8,24.6
53,123,10.6,24.6
52,123,10.4,24.6
51,123,10.2,24.6
50,123,10.0,24.6
49,123,9.8,24.6
48,123,9.6,24.6
47,123,9.4,24.6
46,123,9.2,24.6
45,123,9.0,24.6
44,123,8.8,24.6
43,123,8.6,24.6
42,123,8.4,24.6
41,123,8.2,24.6
40,123,8.0,24.6
39,123,7.8,24.6
38,123,7.6,24.6
37,123,7.4,24.6
36,123,7.2,24.6
35,123,7.0,24.6
34,123,6.8,24.6
33,123,6.6,24.6
32,123,6.4,24.6
31,123,6.2,24.6
30,123,6.0,24.6
29,123,5.8,24.6
28,123,5.6,24.6
27,123,5.4,24.6
26,123,5.2,24.6
25,123,5.0,24.6
24,123,4.8,24.6
23,123,4.6,24.6
22,123,4.4,24.6
21,123,4.2,24.6
22,124,4.4,24.8
23,124,4.6,24.8
24,124,4.8,24.8
25,124,5.0,24.8
26,124,5.2,24.8
27,124,5.4,24.8
28,124,5.6,24.8
29,124,5.8,24.8
30,124,6.0,24.8
31,124,6.2,24.8
32,124,6.4,24.8
33,124,6.6,24.8
34,124,6.8,24.8
35,124,7.0,24.8
36,124,7.2,24.8
37,124,7.4,24.8
38,124,7.6,24.8
39,124,7.8,24.8
40,124,8.0,24.8
41,124,8.2,24.8
42,124,8.4,24.8
43,124,8.6,24.8
44,124,8.8,24.8
45,124,9.0,24.8
46,124,9.2,24.8
47,124,9.4,24.8
48,124,9.6,24.8
49,124,9.8,24.8
50,124,10.0,24.8
51,124,10.2,24.8
52,124,10.4,24.8
53,124,10.6,24.8
54,124,10.8,24.8
55,124,11.0,24.8
56,124,11.2,24.8
57,124,11.4,24.8
58,124,11.6,24.8
58,123,11.6,24.6
59,123,11.8,24.6
60,123,12.0,24.6
61,123,12.2,24.6
62,123,12.4,24.6
63,123,12.6,24.6
63,122,12.6,24.4
64,122,12.8,24.4
65,122,13.0,24.4
66,122,13.2,24.4
67,122,13.4,24.4
68,122,13.6,24.4
69,122,13.8,24.4
69,121,13.8,24.2
70,121,14.0,24.2
71,121,14.2,24.2
72,121,14.4,24.2
73,121,14.6,24.2
74,121,14.8,24.2
74,120,14.8,24.0
75,120,15.0,24.0
76,120,15.2,24.0
77,120,15.4,24.0
78,120,15.6,24.0
79,120,15.8,24.0
79,119,15.8,23.8
80,119,16.0,23.8
81,119,16.2,23.8
82,119,16.4,23.8
83,119,16.6,23.8
84,119,16.8,23.8
84,118,16.8,23.6
85,118,17.0,23.6
86,118,17.2,23.6
87,118,17.4,23.6
88,118,17.6,23.6
89,118,17.8,23.6
89,117,17.8,23.4
90,117,18.0,23.4
91,117,18.2,23.4
92,117,18.4,23.4
93,117,18.6,23.4
94,117,18.8,23.4
94,116,18.8,23.2
95,116,19.0,23.2
96,116,19.2,23.2
97,116,19.4,23.2
98,116,19.6,23.2
99,116,19.8,23.2
99,115,19.8,23.0
100,115,20.0,23.0
101,115,20.2,23.0
102,115,20.4,23.0
103,115,20.6,23.0
104,115,20.8,23.0
104,114,20.8,22.8
105,114,21.0,22.8
106,114,21.2,22.8
107,114,21.4,22.8
108,114,21.6,22.8
109,114,21.8,22.8
109,113,21.8,22.6
110,113,22.0,22.6
111,113,22.2,22.6
112,113,22.4,22.6
113,113,22.6,22.6
114,113,22.8,22.6
114,112,22.8,22.4
115,112,23.0,22.4
116,112,23.2,22.4
117,112,23.4,22.4
118,112,23.6,22.4
119,112,23.8,22.4
119,111,23.8,22.2
120,111,24.0,22.2
121,111,24.2,22.2
122,111,24.4,22.2
123,111,24.6,22.2
124,111,24.8,22.2
124,110,24.8,22.0
125,110,25.0,22.0
126,110,25.2,22.0
127,110,25.4,22.0
128,110,25.6,22.0
129,110,25.8,22.0
129,109,25.8,21.8
130,109,26.0,21.8
131,109,26.2,21.8
132,109,26.4,21.8
133,109,26.6,21.8
134,109,26.8,21.8
134,108,26.8,21.6
135,108,27.0,21.6
136,108,27.2,21.6
137,108,27.4,21.6
138,108,27.6,21.6
139,108,27.8,21.6
139,107,27.8,21.4
139,109,27.8,21.8
138,109,27.6,21.8
137,109,27.4,21.8
136,109,27.2,21.8
135,109,27.0,21.8
135,110,27.0,22.0
134,110,26.8,22.0
133,110,26.6,22.0
132,110,26.4,22.0
131,110,26.2,22.0
130,110,26.0,22.0
130,111,26.0,22.2
129,111,25.8,22.2
128,111,25.6,22.2
127,111,25.4,22.2
126,111,25.2,22.2
125,111,25.0,22.2
125,112,25.0,22.4
124,112,24.8,22.4
123,112,24.6,22.4
122,112,24.4,22.4
121,112,24.2,22.4
120,112,24.0,22.4
120,113,24.0,22.6
119,113,23.8,22.6
118,113,23.6,22.6
117,113,23.4,22.6
116,113,23.2,22.6
115,113,23.0,22.6
115,114,23.0,22.8
114,114,22.8,22.8
113,114,22.6,22.8
112,114,22.4,22.8
111,114,22.2,22.8
110,114,22.0,22.8
110,115,22.0,23.0
109,115,21.8,23.0
108,115,21.6,23.0
107,115,21.4,23.0
106,115,21.2,23.0
105,115,21.0,23.0
105,116,21.0,23.2
104,116,20.8,23.2
103,116,20.6,23.2
102,116,20.4,23.2
101,116,20.2,23.2
100,116,20.0,23.2
100,117,20.0,23.4
99,117,19.8,23.4
98,117,19.6,23.4
97,117,19.4,23.4
96,117,19.2,23.4
95,117,19.0,23.4
95,118,19.0,23.6
94,118,18.8,23.6
93,118,18.6,23.6
92,118,18.4,23.6
91,118,18.2,23.6
90,118,18.0,23.6
90,119,18.0,23.8
89,119,17.8,23.8
88,119,17.6,23.8
87,119,17.4,23.8
86,119,17.2,23.8
85,119,17.0,23.8
85,120,17.0,24.0
84,120,16.8,24.0
83,120,16.6,24.0
82,120,16.4,24.0
81,120,16.2,24.0
80,120,16.0,24.0
80,121,16.0,24.2
79,121,15.8,24.2
78,121,15.6,24.2
77,121,15.4,24.2
76,121,15.2,24.2
75,121,15.0,24.2
75,122,15.0,24.4
74,122,14.8,24.4
73,122,14.6,24.4
72,122,14.4,24.4
71,122,14.2,24.4
70,122,14.0,24.4
70,123,14.0,24.6
69,123,13.8,24.6
68,123,13.6,24.6
67,123,13.4,24.6
66,123,13.2,24.6
65,123,13.0,24.6
64,123,12.8,24.6
64,124,12.8,24.8
63,124,12.6,24.8
62,124,12.4,24.8
61,124,12.2,24.8
60,124,12.0,24.8
59,124,11.8,24.8
59,125,11.8,25.0
58,125,11.6,25.0
57,125,11.4,25.0
56,125,11.2,25.0
55,125,11.0,25.0
54,125,10.8,25.0
53,125,10.6,25.0
52,125,10.4,25.0
51,125,10.2,25.0
50,125,10.0,25.0
49,125,9.8,25.0
48,125,9.6,25.0
47,125,9.4,25.0
46,125,9.2,25.0
45,125,9.0,25.0
44,125,8.8,25.0
43,125,8.6,25.0
42,125,8.4,25.0
41,125,8.2,25.0
40,125,8.0,25.0
39,125,7.8,25.0
38,125,7.6,25.0
37,125,7.4,25.0
36,125,7.2,25.0
35,125,7.0,25.0
34,125,6.8,25.0
33,125,6.6,25.0
32,125,6.4,25.0
31,125,6.2,25.0
30,125,6.0,25.0
29,125,5.8,25.0
28,125,5.6,25.0
27,125,5.4,25.0
26,125,5.2,25.0
25,125,5.0,25.0
24,125,4.8,25.0
23,125,4.6,25.0
22,125,4.4,25.0
22,126,4.4,25.2
23,126,4.6,25.2
24,126,4.8,25.2
25,126,5.0,25.2
26,126,5.2,25.2
27,126,5.4,25.2
28,126,5.6,25.2
29,126,5.8,25.2
30,126,6.0,25.2
31,126,6.2,25.2
32,126,6.4,25.2
33,126,6.6,25.2
34,126,6.8,25.2
35,126,7.0,25.2
36,126,7.2,25.2
37,126,7.4,25.2
38,126,7.6,25.2
39,126,7.8,25.2
40,126,8.0,25.2
41,126,8.2,25.2
42,126,8.4,25.2
43,126,8.6,25.2
44,126,8.8,25.2
45,126,9.0,25.2
46,126,9.2,25.2
47,126,9.4,25.2
48,126,9.6,25.2
49,126,9.8,25.2
50,126,10.0,25.2
51,126,10.2,25.2
52,126,10.4,25.2
53,126,10.6,25.2
54,126,10.8,25.2
55,126,11.0,25.2
56,126,11.2,25.2
57,126,11.4,25.2
58,126,11.6,25.2
59,126,11.8,25.2
60,126,12.0,25.2
60,125,12.0,25.0
61,125,12.2,25.0
62,125,12.4,25.0
63,125,12.6,25.0
64,125,12.8,25.0
65,125,13.0,25.0
65,124,13.0,24.8
66,124,13.2,24.8
67,124,13.4,24.8
68,124,13.6,24.8
69,124,13.8,24.8
70,124,14.0,24.8
71,124,14.2,24.8
71,123,14.2,24.6
72,123,14.4,24.6
73,123,14.6,24.6
74,123,14.8,24.6
75,123,15.0,24.6
76,123,15.2,24.6
76,122,15.2,24.4
77,122,15.4,24.4
78,122,15.6,24.4
79,122,15.8,24.4
80,122,16.0,24.4
81,122,16.2,24.4
81,121,16.2,24.2
82,121,16.4,24.2
83,121,16.6,24.2
84,121,16.8,24.2
85,121,17.0,24.2
86,121,17.2,24.2
86,120,17.2,24.0
87,120,17.4,24.0
88,120,17.6,24.0
89,120,17.8,24.0
90,120,18.0,24.0
91,120,18.2,24.0
91,119,18.2,23.8
92,119,18.4,23.8
93,119,18.6,23.8
94,119,18.8,23.8
95,119,19.0,23.8
96,119,19.2,23.8
96,118,19.2,23.6
97,118,19.4,23.6
98,118,19.6,23.6
99,118,19.8,23.6
100,118,20.0,23.6
101,118,20.2,23.6
101,117,20.2,23.4
102,117,20.4,23.4
103,117,20.6,23.4
104,117,20.8,23.4
105,117,21.0,23.4
106,117,21.2,23.4
106,116,21.2,23.2
107,116,21.4,23.2
108,116,21.6,23.2
109,116,21.8,23.2
110,116,22.0,23.2
111,116,22.2,23.2
111,115,22.2,23.0
112,115,22.4,23.0
113,115,22.6,23.0
114,115,22.8,23.0
115,115,23.0,23.0
116,115,23.2,23.0
116,114,23.2,22.8
117,114,23.4,22.8
118,114,23.6,22.8
119,114,23.8,22.8
120,114,24.0,22.8
121,114,24.2,22.8
121,113,24.2,22.6
122,113,24.4,22.6
123,113,24.6,22.6
124,113,24.8,22.6
125,113,25.0,22.6
126,113,25.2,22.6
126,112,25.2,22.4
127,112,25.4,22.4
128,112,25.6,22.4
129,112,25.8,22.4
130,112,26.0,22.4
131,112,26.2,22.4
131,111,26.2,22.2
132,111,26.4,22.2
133,111,26.6,22.2
134,111,26.8,22.2
135,111,27.0,22.2
136,111,27.2,22.2
136,110,27.2,22.0
137,110,27.4,22.0
138,110,27.6,22.0
139,110,27.8,22.0
139,111,27.8,22.2
138,111,27.6,22.2
137,111,27.4,22.2
137,112,27.4,22.4
136,112,27.2,22.4
135,112,27.0,22.4
134,112,26.8,22.4
133,112,26.6,22.4
132,112,26.4,22.4
132,113,26.4,22.6
131,113,26.2,22.6
130,113,26.0,22.6
129,113,25.8,22.6
128,113,25.6,22.6
127,113,25.4,22.6
127,114,25.4,22.8
126,114,25.2,22.8
125,114,25.0,22.8
124,114,24.8,22.8
123,114,24.6,22.8
122,114,24.4,22.8
122,115,24.4,23.0
121,115,24.2,23.0
120,115,24.0,23.0
119,115,23.8,23.0
118,115,23.6,23.0
117,115,23.4,23.0
117,116,23.4,23.2
116,116,23.2,23.2
115,116,23.0,23.2
114,116,22.8,23.2
113,116,22.6,23.2
112,116,22.4,23.2
112,117,22.4,23.4
111,117,22.2,23.4
110,117,22.0,23.4
109,117,21.8,23.4
108,117,21.6,23.4
107,117,21.4,23.4
107,118,21.4,23.6
106,118,21.2,23.6
105,118,21.0,23.6
104,118,20.8,23.6
103,118,20.6,23.6
102,118,20.4,23.6
102,119,20.4,23.8
101,119,20.2,23.8
100,119,20.0,23.8
99,119,19.8,23.8
98,119,19.6,23.8
97,119,19.4,23.8
97,120,19.4,24.0
96,120,19.2,24.0
95,120,19.0,24.0
94,120,18.8,24.0
93,120,18.6,24.0
92,120,18.4,24.0
92,121,18.4,24.2
91,121,18.2,24.2
90,121,18.0,24.2
89,121,17.8,24.2
88,121,17.6,24.2
87,121,17.4,24.2
87,122,17.4,24.4
86,122,17.2,24.4
85,122,17.0,24.4
84,122,16.8,24.4
83,122,16.6,24.4
82,122,16.4,24.4
82,123,16.4,24.6
81,123,16.2,24.6
80,123,16.0,24.6
79,123,15.8,24.6
78,123,15.6,24.6
77,123,15.4,24.6
77,124,15.4,24.8
76,124,15.2,24.8
75,124,15.0,24.8
74,124,14.8,24.8
73,124,14.6,24.8
72,124,14.4,24.8
72,125,14.4,25.0
71,125,14.2,25.0
70,125,14.0,25.0
69,125,13.8,25.0
68,125,13.6,25.0
67,125,13.4,25.0
66,125,13.2,25.0
66,126,13.2,25.2
65,126,13.0,25.2
64,126,12.8,25.2
63,126,12.6,25.2
62,126,12.4,25.2
61,126,12.2,25.2
61,127,12.2,25.4
60,127,12.0,25.4
59,127,11.8,25.4
58,127,11.6,25.4
57,127,11.4,25.4
56,127,11.2,25.4
55,127,11.0,25.4
54,127,10.8,25.4
53,127,10.6,25.4
52,127,10.4,25.4
51,127,10.2,25.4
50,127,10.0,25.4
49,127,9.8,25.4
48,127,9.6,25.4
47,127,9.4,25.4
46,127,9.2,25.4
45,127,9.0,25.4
44,127,8.8,25.4
43,127,8.6,25.4
42,127,8.4,25.4
41,127,8.2,25.4
40,127,8.0,25.4
39,127,7.8,25.4
38,127,7.6,25.4
37,127,7.4,25.4
36,127,7.2,25.4
35,127,7.0,25.4
34,127,6.8,25.4
33,127,6.6,25.4
32,127,6.4,25.4
31,127,6.2,25.4
30,127,6.0,25.4
29,127,5.8,25.4
28,127,5.6,25.4
27,127,5.4,25.4
26,127,5.2,25.4
25,127,5.0,25.4
24,127,4.8,25.4
23,127,4.6,25.4
23,128,4.6,25.6
24,128,4.8,25.6
25,128,5.0,25.6
26,128,5.2,25.6
27,128,5.4,25.6
28,128,5.6,25.6
29,128,5.8,25.6
30,128,6.0,25.6
31,128,6.2,25.6
32,128,6.4,25.6
33,128,6.6,25.6
34,128,6.8,25.6
35,128,7.0,25.6
36,128,7.2,25.6
37,128,7.4,25.6
38,128,7.6,25.6
39,128,7.8,25.6
40,128,8.0,25.6
41,128,8.2,25.6
42,128,8.4,25.6
43,128,8.6,25.6
44,128,8.8,25.6
45,128,9.0,25.6
46,128,9.2,25.6
47,128,9.4,25.6
48,128,9.6,25.6
49,128,9.8,25.6
50,128,10.0,25.6
51,128,10.2,25.6
52,128,10.4,25.6
53,128,10.6,25.6
54,128,10.8,25.6
55,128,11.0,25.6
56,128,11.2,25.6
57,128,11.4,25.6
58,128,11.6,25.6
59,128,11.8,25.6
60,128,12.0,25.6
61,128,12.2,25.6
62,128,12.4,25.6
62,127,12.4,25.4
63,127,12.6,25.4
64,127,12.8,25.4
65,127,13.0,25.4
66,127,13.2,25.4
67,127,13.4,25.4
67,126,13.4,25.2
68,126,13.6,25.2
69,126,13.8,25.2
70,126,14.0,25.2
71,126,14.2,25.2
72,126,14.4,25.2
73,126,14.6,25.2
73,125,14.6,25.0
74,125,14.8,25.0
75,125,15.0,25.0
76,125,15.2,25.0
77,125,15.4,25.0
78,125,15.6,25.0
78,124,15.6,24.8
79,124,15.8,24.8
80,124,16.0,24.8
81,124,16.2,24.8
82,124,16.4,24.8
83,124,16.6,24.8
83,123,16.6,24.6
84,123,16.8,24.6
85,123,17.0,24.6
86,123,17.2,24.6
87,123,17.4,24.6
88,123,17.6,24.6
88,122,17.6,24.4
89,122,17.8,24.4
90,122,18.0,24.4
91,122,18.2,24.4
92,122,18.4,24.4
93,122,18.6,24.4
93,121,18.6,24.2
94,121,18.8,24.2
95,121,19.0,24.2
96,121,19.2,24.2
97,121,19.4,24.2
98,121,19.6,24.2
98,120,19.6,24.0
99,120,19.8,24.0
100,120,20.0,24.0
101,120,20.2,24.0
102,120,20.4,24.0
103,120,20.6,24.0
103,119,20.6,23.8
104,119,20.8,23.8
105,119,21.0,23.8
106,119,21.2,23.8
107,119,21.4,23.8
108,119,21.6,23.8
108,118,21.6,23.6
109,118,21.8,23.6
110,118,22.0,23.6
111,118,22.2,23.6
112,118,22.4,23.6
113,118,22.6,23.6
113,117,22.6,23.4
114,117,22.8,23.4
115,117,23.0,23.4
116,117,23.2,23.4
117,117,23.4,23.4
118,117,23.6,23.4
118,116,23.6,23.2
119,116,23.8,23.2
120,116,24.0,23.2
121,116,24.2,23.2
122,116,24.4,23.2
123,116,24.6,23.2
123,115,24.6,23.0
124,115,24.8,23.0
125,115,25.0,23.0
126,115,25.2,23.0
127,115,25.4,23.0
128,115,25.6,23.0
128,114,25.6,22.8
129,114,25.8,22.8
130,114,26.0,22.8
131,114,26.2,22.8
132,114,26.4,22.8
133,114,26.6,22.8
133,113,26.6,22.6
134,113,26.8,22.6
135,113,27.0,22.6
136,113,27.2,22.6
137,113,27.4,22.6
138,113,27.6,22.6
138,112,27.6,22.4
139,112,27.8,22.4
139,113,27.8,22.6
139,114,27.8,22.8
138,114,27.6,22.8
137,114,27.4,22.8
136,114,27.2,22.8
135,114,27.0,22.8
134,114,26.8,22.8
134,115,26.8,23.0
133,115,26.6,23.0
132,115,26.4,23.0
131,115,26.2,23.0
130,115,26.0,23.0
129,115,25.8,23.0
129,116,25.8,23.2
128,116,25.6,23.2
127,116,25.4,23.2
126,116,25.2,23.2
125,116,25.0,23.2
124,116,24.8,23.2
124,117,24.8,23.4
123,117,24.6,23.4
122,117,24.4,23.4
121,117,24.2,23.4
120,117,24.0,23.4
119,117,23.8,23.4
119,118,23.8,23.6
118,118,23.6,23.6
117,118,23.4,23.6
116,118,23.2,23.6
115,118,23.0,23.6
114,118,22.8,23.6
114,119,22.8,23.8
113,119,22.6,23.8
112,119,22.4,23.8
111,119,22.2,23.8
110,119,22.0,23.8
109,119,21.8,23.8
109,120,21.8,24.0
108,120,21.6,24.0
107,120,21.4,24.0
106,120,21.2,24.0
105,120,21.0,24.0
104,120,20.8,24.0
104,121,20.8,24.2
103,121,20.6,24.2
102,121,20.4,24.2
101,121,20.2,24.2
100,121,20.0,24.2
99,121,19.8,24.2
99,122,19.8,24.4
98,122,19.6,24.4
97,122,19.4,24.4
96,122,19.2,24.4
95,122,19.0,24.4
94,122,18.8,24.4
94,123,18.8,24.6
93,123,18.6,24.6
92,123,18.4,24.6
91,123,18.2,24.6
90,123,18.0,24.6
89,123,17.8,24.6
89,124,17.8,24.8
88,124,17.6,24.8
87,124,17.4,24.8
86,124,17.2,24.8
85,124,17.0,24.8
84,124,16.8,24.8
84,125,16.8,25.0
83,125,16.6,25.0
82,125,16.4,25.0
81,125,16.2,25.0
80,125,16.0,25.0
79,125,15.8,25.0
79,126,15.8,25.2
78,126,15.6,25.2
77,126,15.4,25.2
76,126,15.2,25.2
75,126,15.0,25.2
74,126,14.8,25.2
74,127,14.8,25.4
73,127,14.6,25.4
72,127,14.4,25.4
71,127,14.2,25.4
70,127,14.0,25.4
69,127,13.8,25.4
68,127,13.6,25.4
68,128,13.6,25.6
67,128,13.4,25.6
66,128,13.2,25.6
65,128,13.0,25.6
64,128,12.8,25.6
63,128,12.6,25.6
63,129,12.6,25.8
62,129,12.4,25.8
61,129,12.2,25.8
60,129,12.0,25.8
59,129,11.8,25.8
58,129,11.6,25.8
57,129,11.4,25.8
56,129,11.2,25.8
55,129,11.0,25.8
54,129,10.8,25.8
53,129,10.6,25.8
52,129,10.4,25.8
51,129,10.2,25.8
50,129,10.0,25.8
49,129,9.8,25.8
48,129,9.6,25.8
47,129,9.4,25.8
46,129,9.2,25.8
45,129,9.0,25.8
44,129,8.8,25.8
43,129,8.6,25.8
42,129,8.4,25.8
41,129,8.2,25.8
40,129,8.0,25.8
39,129,7.8,25.8
38,129,7.6,25.8
37,129,7.4,25.8
36,129,7.2,25.8
35,129,7.0,25.8
34,129,6.8,25.8
33,129,6.6,25.8
32,129,6.4,25.8
31,129,6.2,25.8
30,129,6.0,25.8
29,129,5.8,25.8
28,129,5.6,25.8
27,129,5.4,25.8
26,129,5.2,25.8
25,129,5.0,25.8
24,129,4.8,25.8
24,130,4.8,26.0
25,130,5.0,26.0
26,130,5.2,26.0
27,130,5.4,26.0
28,130,5.6,26.0
29,130,5.8,26.0
30,130,6.0,26.0
31,130,6.2,26.0
32,130,6.4,26.0
33,130,6.6,26.0
34,130,6.8,26.0
35,130,7.0,26.0
36,130,7.2,26.0
37,130,7.4,26.0
38,130,7.6,26.0
39,130,7.8,26.0
40,130,8.0,26.0
41,130,8.2,26.0
42,130,8.4,26.0
43,130,8.6,26.0
44,130,8.8,26.0
45,130,9.0,26.0
46,130,9.2,26.0
47,130,9.4,26.0
48,130,9.6,26.0
49,130,9.8,26.0
50,130,10.0,26.0
51,130,10.2,26.0
52,130,10.4,26.0
53,130,10.6,26.0
54,130,10.8,26.0
55,130,11.0,26.0
56,130,11.2,26.0
57,130,11.4,26.0
58,130,11.6,26.0
59,130,11.8,26.0
60,130,12.0,26.0
61,130,12.2,26.0
62,130,12.4,26.0
63,130,12.6,26.0
64,130,12.8,26.0
64,129,12.8,25.8
65,129,13.0,25.8
66,129,13.2,25.8
67,129,13.4,25.8
68,129,13.6,25.8
69,129,13.8,25.8
69,128,13.8,25.6
70,128,14.0,25.6
71,128,14.2,25.6
72,128,14.4,25.6
73,128,14.6,25.6
74,128,14.8,25.6
75,128,15.0,25.6
75,127,15.0,25.4
76,127,15.2,25.4
77,127,15.4,25.4
78,127,15.6,25.4
79,127,15.8,25.4
80,127,16.0,25.4
80,126,16.0,25.2
81,126,16.2,25.2
82,126,16.4,25.2
83,126,16.6,25.2
84,126,16.8,25.2
85,126,17.0,25.2
85,125,17.0,25.0
86,125,17.2,25.0
87,125,17.4,25.0
88,125,17.6,25.0
89,125,17.8,25.0
90,125,18.0,25.0
90,124,18.0,24.8
91,124,18.2,24.8
92,124,18.4,24.8
93,124,18.6,24.8
94,124,18.8,24.8
95,124,19.0,24.8
95,123,19.0,24.6
96,123,19.2,24.6
97,123,19.4,24.6
98,123,19.6,24.6
99,123,19.8,24.6
100,123,20.0,24.6
100,122,20.0,24.4
101,122,20.2,24.4
102,122,20.4,24.4
103,122,20.6,24.4
104,122,20.8,24.4
105,122,21.0,24.4
105,121,21.0,24.2
106,121,21.2,24.2
107,121,21.4,24.2
108,121,21.6,24.2
109,121,21.8,24.2
110,121,22.0,24.2
110,120,22.0,24.0
111,120,22.2,24.0
112,120,22.4,24.0
113,120,22.6,24.0
114,120,22.8,24.0
115,120,23.0,24.0
115,119,23.0,23.8
116,119,23.2,23.8
117,119,23.4,23.8
118,119,23.6,23.8
119,119,23.8,23.8
120,119,24.0,23.8
120,118,24.0,23.6
121,118,24.2,23.6
122,118,24.4,23.6
123,118,24.6,23.6
124,118,24.8,23.6
125,118,25.0,23.6
125,117,25.0,23.4
126,117,25.2,23.4
127,117,25.4,23.4
128,117,25.6,23.4
129,117,25.8,23.4
130,117,26.0,23.4
130,116,26.0,23.2
131,116,26.2,23.2
132,116,26.4,23.2
133,116,26.6,23.2
134,116,26.8,23.2
135,116,27.0,23.2
135,115,27.0,23.0
136,115,27.2,23.0
137,115,27.4,23.0
138,115,27.6,23.0
139,115,27.8,23.0
139,116,27.8,23.2
138,116,27.6,23.2
137,116,27.4,23.2
136,116,27.2,23.2
136,117,27.2,23.4
135,117,27.0,23.4
134,117,26.8,23.4
133,117,26.6,23.4
132,117,26.4,23.4
131,117,26.2,23.4
131,118,26.2,23.6
130,118,26.0,23.6
129,118,25.8,23.6
128,118,25.6,23.6
127,118,25.4,23.6
126,118,25.2,23.6
126,119,25.2,23.8
125,119,25.0,23.8
124,119,24.8,23.8
123,119,24.6,23.8
122,119,24.4,23.8
121,119,24.2,23.8
121,120,24.2,24.0
120,120,24.0,24.0
119,120,23.8,24.0
118,120,23.6,24.0
117,120,23.4,24.0
116,120,23.2,24.0
116,121,23.2,24.2
115,121,23.0,24.2
114,121,22.8,24.2
113,121,22.6,24.2
112,121,22.4,24.2
111,121,22.2,24.2
111,122,22.2,24.4
110,122,22.0,24.4
109,122,21.8,24.4
108,122,21.6,24.4
107,122,21.4,24.4
106,122,21.2,24.4
106,123,21.2,24.6
105,123,21.0,24.6
104,123,20.8,24.6
103,123,20.6,24.6
102,123,20.4,24.6
101,123,20.2,24.6
101,124,20.2,24.8
100,124,20.0,24.8
99,124,19.8,24.8
98,124,19.6,24.8
97,124,19.4,24.8
96,124,19.2,24.8
96,125,19.2,25.0
95,125,19.0,25.0
94,125,18.8,25.0
93,125,18.6,25.0
92,125,18.4,25.0
91,125,18.2,25.0
91,126,18.2,25.2
90,126,18.0,25.2
89,126,17.8,25.2
88,126,17.6,25.2
87,126,17.4,25.2
86,126,17.2,25.2
86,127,17.2,25.4
85,127,17.0,25.4
84,127,16.8,25.4
83,127,16.6,25.4
82,127,16.4,25.4
81,127,16.2,25.4
81,128,16.2,25.6
80,128,16.0,25.6
79,128,15.8,25.6
78,128,15.6,25.6
77,128,15.4,25.6
76,128,15.2,25.6
76,129,15.2,25.8
75,129,15.0,25.8
74,129,14.8,25.8
73,129,14.6,25.8
72,129,14.4,25.8
71,129,14.2,25.8
70,129,14.0,25.8
70,130,14.0,26.0
69,130,13.8,26.0
68,130,13.6,26.0
67,130,13.4,26.0
66,130,13.2,26.0
65,130,13.0,26.0
65,131,13.0,26.2
64,131,12.8,26.2
63,131,12.6,26.2
62,131,12.4,26.2
61,131,12.2,26.2
60,131,12.0,26.2
59,131,11.8,26.2
58,131,11.6,26.2
57,131,11.4,26.2
56,131,11.2,26.2
55,131,11.0,26.2
54,131,10.8,26.2
53,131,10.6,26.2
52,131,10.4,26.2
51,131,10.2,26.2
50,131,10.0,26.2
49,131,9.8,26.2
48,131,9.6,26.2
47,131,9.4,26.2
46,131,9.2,26.2
45,131,9.0,26.2
44,131,8.8,26.2
43,131,8.6,26.2
42,131,8.4,26.2
41,131,8.2,26.2
40,131,8.0,26.2
39,131,7.8,26.2
38,131,7.6,26.2
37,131,7.4,26.2
36,131,7.2,26.2
35,131,7.0,26.2
34,131,6.8,26.2
33,131,6.6,26.2
32,131,6.4,26.2
31,131,6.2,26.2
30,131,6.0,26.2
29,131,5.8,26.2
28,131,5.6,26.2
27,131,5.4,26.2
26,131,5.2,26.2
25,131,5.0,26.2
24,131,4.8,26.2
25,132,5.0,26.4
26,132,5.2,26.4
27,132,5.4,26.4
28,132,5.6,26.4
29,132,5.8,26.4
30,132,6.0,26.4
31,132,6.2,26.4
32,132,6.4,26.4
33,132,6.6,26.4
34,132,6.8,26.4
35,132,7.0,26.4
36,132,7.2,26.4
37,132,7.4,26.4
38,132,7.6,26.4
39,132,7.8,26.4
40,132,8.0,26.4
41,132,8.2,26.4
42,132,8.4,26.4
43,132,8.6,26.4
44,132,8.8,26.4
45,132,9.0,26.4
46,132,9.2,26.4
47,132,9.4,26.4
48,132,9.6,26.4
49,132,9.8,26.4
50,132,10.0,26.4
51,132,10.2,26.4
52,132,10.4,26.4
53,132,10.6,26.4
54,132,10.8,26.4
55,132,11.0,26.4
56,132,11.2,26.4
57,132,11.4,26.4
58,132,11.6,26.4
59,132,11.8,26.4
60,132,12.0,26.4
61,132,12.2,26.4
62,132,12.4,26.4
63,132,12.6,26.4
64,132,12.8,26.4
65,132,13.0,26.4
66,132,13.2,26.4
66,131,13.2,26.2
67,131,13.4,26.2
68,131,13.6,26.2
69,131,13.8,26.2
70,131,14.0,26.2
71,131,14.2,26.2
71,130,14.2,26.0
72,130,14.4,26.0
73,130,14.6,26.0
74,130,14.8,26.0
75,130,15.0,26.0
76,130,15.2,26.0
77,130,15.4,26.0
77,129,15.4,25.8
78,129,15.6,25.8
